,Fighter_name,Average_significant_strikes,Average_takedowns,Average_submission_attempts,Average_knockdowns,Average_activity,Wins,Loss,Winrate,Weight_class
1726,Brad Morris,2.5,0.0,0.0,0.0,2.5,0.0,2.0,0.0,['Light Heavyweight' 'Heavyweight']
1727,Soa Palelei,17.29,1.29,0.0,0.0,18.58,4.0,3.0,0.57,['Heavyweight']
1728,Cyrille Diabate,31.75,0.62,0.12,0.38,32.87,4.0,4.0,0.5,['Light Heavyweight']
1729,Brandon Melendez,6.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,['Lightweight']
1730,Tomasz Drwal,20.83,1.5,0.17,0.17,22.67,3.0,3.0,0.5,['Middleweight' 'Light Heavyweight']
1731,Dequan Townsend,15.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,['Middleweight' 'Light Heavyweight']
1732,Falaniko Vitale,2.5,0.0,0.0,0.0,2.5,1.0,1.0,0.5,['Middleweight']
1733,Guido Cannetti,25.0,1.1,0.2,0.0,26.3,4.0,6.0,0.4,['Bantamweight']
1734,Andrea Lee,69.09,1.73,0.55,0.09,71.46000000000001,5.0,6.0,0.45,"[""Women's Flyweight""]"
1735,Jimmy Quinlan,7.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,['Middleweight']
1736,Razak Al-Hassan,22.0,0.5,0.0,0.0,22.5,0.0,2.0,0.0,['Light Heavyweight']
1737,Alexis Davis,53.86,0.86,0.64,0.0,55.36,8.0,6.0,0.57,"[""Women's Bantamweight"" ""Women's Flyweight""]"
1738,Derek Brunson,30.25,1.5,0.3,0.3,32.349999999999994,13.0,7.0,0.65,['Middleweight']
1739,Manvel Gamburyan,19.14,1.93,0.57,0.07,21.71,6.0,8.0,0.43,['Bantamweight' 'Featherweight' 'Lightweight']
1740,Eric Spicely,24.29,0.57,0.43,0.0,25.29,2.0,5.0,0.29,['Middleweight']
1741,Austin Lingo,53.4,0.4,0.0,0.4,54.199999999999996,2.0,3.0,0.4,['Featherweight']
1742,Stanislav Nedkov,24.0,1.67,0.0,0.33,26.0,1.0,2.0,0.33,['Light Heavyweight' 'Middleweight']
1743,Jose Quinonez,37.89,1.89,0.44,0.33,40.55,5.0,4.0,0.56,['Bantamweight']
1744,James Lee,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,['Light Heavyweight']
1745,Thales Leites,24.89,1.84,1.05,0.21,27.990000000000002,13.0,6.0,0.68,['Middleweight']
1746,Norman Parke,43.78,1.89,0.0,0.0,45.67,5.0,4.0,0.56,['Lightweight']
1747,Roosevelt Roberts,32.14,0.71,0.57,0.0,33.42,4.0,3.0,0.57,['Lightweight']
1748,Tommy Hayden,6.5,1.0,0.0,0.5,8.0,0.0,2.0,0.0,['Featherweight' 'Lightweight']
1749,Kazula Vargas,41.0,0.0,0.33,0.0,41.33,1.0,2.0,0.33,['Lightweight']
1750,Sean Gannon,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,['Heavyweight']
1751,Rafael Cavalcante,16.6,0.0,0.0,0.2,16.8,1.0,4.0,0.2,['Light Heavyweight']
1752,Modestas Bukauskas,30.71,0.0,0.0,0.0,30.71,3.0,4.0,0.43,['Light Heavyweight']
1753,Amilcar Alves,7.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,['Welterweight']
1754,Joe Doerksen,13.22,1.33,1.56,0.11,16.22,2.0,7.0,0.22,['Middleweight']
1755,Keita Nakamura,30.64,1.64,0.36,0.36,33.0,4.0,7.0,0.36,['Welterweight' 'Lightweight']
1756,Jared Gooden,57.0,0.5,0.17,0.17,57.84,2.0,4.0,0.33,['Welterweight']
1757,Nora Cornolle,40.0,0.0,0.0,0.0,40.0,1.0,0.0,1.0,"[""Women's Bantamweight""]"
1758,David Bielkheden,13.67,2.33,0.0,0.0,16.0,1.0,2.0,0.33,['Lightweight' 'Welterweight']
1759,Motonobu Tezuka,13.0,1.5,0.5,0.0,15.0,0.0,2.0,0.0,['Bantamweight']
1760,Ben Rothwell,37.75,0.56,0.38,0.25,38.940000000000005,9.0,7.0,0.56,['Heavyweight']
1761,Gray Maynard,19.47,2.71,0.59,0.12,22.89,11.0,6.0,0.65,['Lightweight' 'Featherweight']
1762,Alex Nicholson,29.25,0.0,0.25,0.25,29.75,1.0,3.0,0.25,['Middleweight' 'Light Heavyweight']
1763,Mark Hughes,9.0,2.0,3.0,0.0,14.0,1.0,0.0,1.0,['Middleweight']
1764,Tsuyoshi Kohsaka,13.6,1.4,1.6,0.0,16.6,2.0,3.0,0.4,['Heavyweight']
1765,Teemu Packalen,12.5,0.75,0.5,0.25,14.0,1.0,3.0,0.25,['Lightweight']
1766,Evan Elder,64.33,0.67,0.33,0.67,66.0,1.0,2.0,0.33,['Lightweight' 'Welterweight']
1767,Eric Shelton,38.5,2.83,0.17,0.0,41.5,2.0,4.0,0.33,['Flyweight']
1768,Philipe Lins,34.8,1.0,0.0,0.2,36.0,3.0,2.0,0.6,['Heavyweight' 'Light Heavyweight']
1769,Zhang Tiequan,13.0,0.5,1.25,0.0,14.75,1.0,3.0,0.25,['Lightweight' 'Featherweight']
1770,Emily Whitmire,13.17,0.67,0.17,0.0,14.01,2.0,4.0,0.33,"[""Women's Flyweight"" ""Women's Strawweight""]"
1771,Rodolfo Vieira,29.5,2.17,0.83,0.0,32.5,4.0,2.0,0.67,['Middleweight']
1772,Bartosz Fabinski,18.83,4.0,0.0,0.0,22.83,3.0,3.0,0.5,['Middleweight' 'Welterweight']
1773,Islam Makhachev,19.08,1.92,0.75,0.33,22.08,11.0,1.0,0.92,['Lightweight']
1774,Rinat Fakhretdinov,46.5,3.25,0.25,0.75,50.75,4.0,0.0,1.0,['Welterweight']
1775,Ben Earwood,5.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,['Welterweight']
1776,Tae Hyun Bang,33.2,0.4,0.4,0.6,34.6,2.0,3.0,0.4,['Lightweight']
1777,Craig White,12.0,0.0,0.5,0.5,13.0,0.0,2.0,0.0,['Welterweight']
1778,Satoshi Honma,6.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,['Heavyweight']
1779,Daichi Abe,57.0,0.33,0.0,0.33,57.66,1.0,2.0,0.33,['Welterweight']
1780,Gegard Mousasi,39.0,0.82,0.27,0.18,40.27,9.0,2.0,0.82,['Middleweight' 'Light Heavyweight']
1781,Chad Anheliger,44.0,1.33,0.67,0.67,46.67,1.0,2.0,0.33,['Bantamweight']
1782,Liana Jojua,21.25,1.0,0.75,0.0,23.0,1.0,3.0,0.25,"[""Women's Flyweight"" ""Women's Bantamweight""]"
1783,Estevan Payan,22.33,0.33,0.33,0.0,22.989999999999995,0.0,3.0,0.0,['Featherweight']
1784,Scott Holtzman,55.62,1.62,0.15,0.31,57.699999999999996,7.0,6.0,0.54,['Lightweight']
1785,Shunichi Shimizu,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,['Bantamweight']
1786,Jason Novelli,18.5,0.5,0.0,0.0,19.0,0.0,2.0,0.0,['Lightweight']
1787,Ihor Potieria,34.25,0.0,0.0,0.5,34.75,1.0,3.0,0.25,['Light Heavyweight']
1788,Elves Brener,67.0,1.0,0.0,0.5,68.5,2.0,0.0,1.0,['Lightweight']
1789,Ariane Carnelossi,35.25,1.25,0.25,0.0,36.75,2.0,2.0,0.5,"[""Women's Strawweight""]"
1790,Chris Daukaus,19.25,0.0,0.0,0.75,20.0,4.0,4.0,0.5,['Light Heavyweight' 'Heavyweight']
1791,Josh Stansbury,33.67,0.0,0.67,0.0,34.34,1.0,2.0,0.33,['Light Heavyweight']
1792,Bryan Caraway,30.9,1.9,0.6,0.0,33.4,6.0,4.0,0.6,['Bantamweight' 'Featherweight']
1793,William Macario,50.0,1.25,0.0,0.0,51.25,1.0,3.0,0.25,['Welterweight']
1794,Laverne Clark,8.75,0.5,0.0,0.25,9.5,3.0,1.0,0.75,['Welterweight' 'Lightweight']
1795,Cody East,23.5,1.5,0.0,0.0,25.0,0.0,2.0,0.0,['Heavyweight']
1796,Noad Lahat,26.5,1.5,1.5,0.0,29.5,2.0,2.0,0.5,['Featherweight']
1797,Cody Durden,31.5,3.62,0.25,0.12,35.489999999999995,5.0,3.0,0.62,['Flyweight' 'Bantamweight']
1798,Brian Camozzi,21.67,0.0,0.33,0.0,22.0,0.0,3.0,0.0,['Welterweight']
1799,Ronald Jhun,8.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,['Welterweight']
1800,Daniel Spitz,26.25,0.5,0.0,0.0,26.75,1.0,3.0,0.25,['Heavyweight']
1801,Pedro Nobre,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,['Bantamweight']
1802,Trey Ogden,56.0,1.0,1.0,0.0,58.0,1.0,1.0,0.5,['Lightweight']
1803,Geraldo de Freitas,55.0,3.0,0.0,0.0,58.0,1.0,2.0,0.33,['Bantamweight' 'Featherweight']
1804,Kiefer Crosbie,39.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,['Welterweight']
1805,John Halverson,22.5,0.0,1.0,0.0,23.5,0.0,2.0,0.0,['Lightweight']
1806,Rob Emerson,26.43,1.43,0.29,0.29,28.439999999999998,3.0,4.0,0.43,['Lightweight']
1807,Klidson Abreu,30.33,0.67,0.0,0.0,31.0,1.0,2.0,0.33,['Light Heavyweight']
1808,Gabriel Santos,54.0,3.5,1.0,0.0,58.5,0.0,2.0,0.0,['Featherweight']
1809,Brad Kohler,3.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,['Heavyweight']
1810,Zabit Magomedsharipov,63.33,4.5,0.67,0.0,68.5,6.0,0.0,1.0,['Featherweight']
1811,Humberto Brown Morrison,18.0,1.0,0.0,0.0,19.0,0.0,1.0,0.0,['Featherweight']
1812,Jon Delos Reyes,17.5,1.25,0.75,0.5,20.0,1.0,3.0,0.25,['Flyweight' 'Bantamweight']
1813,Damien Brown,40.33,0.5,0.5,0.33,41.66,2.0,4.0,0.33,['Lightweight']
1814,Askar Mozharov,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,['Light Heavyweight']
1815,Ashley Yoder,51.27,1.09,0.55,0.09,53.00000000000001,3.0,8.0,0.27,"[""Women's Strawweight""]"
1816,Salim Touahri,39.0,0.0,0.0,0.0,39.0,0.0,3.0,0.0,['Welterweight']
1817,Liang Na,11.33,2.0,0.33,0.0,13.66,0.0,3.0,0.0,"[""Women's Flyweight"" ""Women's Strawweight""]"
1818,Sage Northcutt,33.38,1.12,0.38,0.25,35.13,6.0,2.0,0.75,['Welterweight' 'Lightweight']
1819,William Gomis,37.0,1.0,0.67,0.0,38.67,3.0,0.0,1.0,['Featherweight']
1820,Paul Redmond,6.5,0.0,0.0,0.0,6.5,0.0,2.0,0.0,['Featherweight']
1821,Felicia Spencer,40.6,1.2,0.2,0.0,42.00000000000001,3.0,2.0,0.6,"[""Women's Featherweight""]"
1822,Richardson Moreira,9.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,['Middleweight' 'Heavyweight']
1823,Li Jingliang,45.44,0.88,0.0,0.62,46.94,11.0,5.0,0.69,['Welterweight']
1824,Christos Giagos,25.42,1.42,0.25,0.08,27.17,5.0,7.0,0.42,['Lightweight']
1825,Max Rohskopf,17.0,2.0,1.0,0.0,20.0,0.0,1.0,0.0,['Lightweight']
1826,Alexa Grasso,61.11,0.44,0.56,0.0,62.11,6.0,3.0,0.67,"[""Women's Strawweight"" ""Women's Flyweight""]"
1827,Danny Mitchell,38.0,0.0,3.0,0.0,41.0,0.0,2.0,0.0,['Welterweight']
1828,Lucas Almeida,38.5,0.0,0.0,1.0,39.5,1.0,1.0,0.5,['Featherweight']
1829,Rory Markham,3.67,0.0,0.0,0.33,4.0,1.0,2.0,0.33,['Welterweight']
1830,Eddie Yagin,47.0,0.0,1.0,1.0,49.0,1.0,1.0,0.5,['Featherweight']
1831,Khadis Ibragimov,41.0,0.75,0.25,0.0,42.0,0.0,4.0,0.0,['Light Heavyweight']
1832,Barb Honchak,47.5,0.0,1.0,0.0,48.5,0.0,2.0,0.0,"[""Women's Flyweight""]"
1833,Daniel Teymur,33.0,0.4,0.2,0.0,33.6,1.0,4.0,0.2,['Featherweight' 'Lightweight']
1834,Aaron Wilkinson,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,['Lightweight']
1835,Viviane Pereira,40.5,0.25,0.25,0.0,41.0,2.0,2.0,0.5,"[""Women's Strawweight""]"
1836,Yanis Ghemmouri,28.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,['Featherweight']
1837,Daniel Santos,49.5,1.5,0.0,0.0,51.0,1.0,1.0,0.5,['Bantamweight']
1838,Spike Carlyle,21.5,2.0,0.5,0.0,24.0,1.0,1.0,0.5,['Featherweight']
1839,Pete Spratt,8.71,0.14,0.14,0.0,8.990000000000002,3.0,4.0,0.43,['Welterweight']
1840,James Vick,33.71,0.14,0.36,0.29,34.5,9.0,5.0,0.64,['Welterweight' 'Lightweight']
1841,Valeri Ignatov,4.5,0.0,0.5,0.0,5.0,0.0,2.0,0.0,['Lightweight' 'Middleweight']
1842,Heather Clark,55.33,0.33,0.33,0.0,55.989999999999995,1.0,2.0,0.33,"[""Women's Strawweight""]"
1843,Tito Ortiz,26.71,1.76,0.38,0.05,28.900000000000002,12.0,9.0,0.57,['Light Heavyweight' 'Middleweight']
1844,Lukasz Sajewski,20.33,0.67,0.0,0.0,21.0,0.0,3.0,0.0,['Lightweight']
1845,John Cofer,33.5,1.0,0.0,0.0,34.5,0.0,2.0,0.0,['Lightweight']
1846,Luke Cummo,21.0,0.71,1.14,0.57,23.42,3.0,4.0,0.43,['Welterweight']
1847,Martin Day,44.75,0.5,0.5,0.5,46.25,0.0,4.0,0.0,['Featherweight' 'Bantamweight']
1848,Julio Paulino,14.5,0.0,0.5,0.0,15.0,0.0,2.0,0.0,['Welterweight']
1849,Loopy Godinez,43.62,3.5,1.25,0.12,48.489999999999995,6.0,2.0,0.75,"[""Women's Flyweight"" ""Women's Strawweight""]"
1850,Dan Lauzon,11.67,1.0,0.0,0.33,13.0,0.0,3.0,0.0,['Lightweight']
1851,Alonzo Menifield,31.18,0.36,0.18,0.36,32.08,7.0,4.0,0.64,['Light Heavyweight']
1852,Belal Muhammad,61.31,1.81,0.19,0.0,63.31,12.0,4.0,0.75,['Welterweight']
1853,Jess Liaudin,18.0,1.6,0.8,0.4,20.8,2.0,3.0,0.4,['Lightweight' 'Welterweight']
1854,Mark Scanlon,33.0,3.0,2.0,0.0,38.0,0.0,1.0,0.0,['Welterweight']
1855,Hunter Azure,47.5,1.25,0.25,0.25,49.25,2.0,2.0,0.5,['Bantamweight' 'Featherweight']
1856,Matt Schnell,30.91,0.36,0.64,0.09,32.0,6.0,5.0,0.55,['Flyweight' 'Bantamweight']
1857,Chris Sanford,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,['Middleweight']
1858,Matt Hughes,17.19,1.33,0.62,0.14,19.280000000000005,14.0,7.0,0.67,['Welterweight' 'Lightweight']
1859,Milana Dudieva,9.33,1.67,0.0,0.0,11.0,1.0,2.0,0.33,"[""Women's Bantamweight""]"
1860,Muhammad Naimov,38.0,2.0,0.0,0.5,40.5,2.0,0.0,1.0,['Featherweight' 'Lightweight']
1861,Ryan Roberts,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,['Lightweight']
1862,Guy Mezger,2.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,['Middleweight']
1863,Magnus Cedenblad,18.67,1.5,0.5,0.17,20.840000000000003,4.0,2.0,0.67,['Middleweight']
1864,Marcus McGhee,7.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,['Bantamweight']
1865,Roman Salazar,11.0,0.67,0.0,0.0,11.67,1.0,2.0,0.33,['Bantamweight']
1866,Danillo Villefort,43.0,1.0,1.0,0.0,45.0,0.0,1.0,0.0,['Welterweight']
1867,Crafton Wallace,2.5,0.0,0.0,0.0,2.5,0.0,2.0,0.0,['Middleweight']
1868,Michael Kuiper,26.75,1.25,0.0,0.75,28.75,1.0,3.0,0.25,['Middleweight']
1869,Roberto Traven,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,['Heavyweight']
1870,Jin Soo Son,76.5,1.5,0.0,0.0,78.0,0.0,2.0,0.0,['Bantamweight']
1871,John Castaneda,48.75,0.75,0.25,0.75,50.5,3.0,1.0,0.75,['Bantamweight']
1872,Ji Yeon Kim,76.2,0.0,0.1,0.1,76.39999999999999,3.0,7.0,0.3,"[""Women's Flyweight"" ""Women's Bantamweight""]"
1873,Jesus Pinedo,48.5,2.5,0.0,0.0,51.0,1.0,1.0,0.5,['Lightweight']
1874,Reuben Duran,36.75,0.75,0.5,0.0,38.0,1.0,3.0,0.25,['Bantamweight']
1875,Terry Martin,22.17,1.5,0.0,0.17,23.840000000000003,2.0,4.0,0.33,['Middleweight' 'Light Heavyweight']
1876,Jared Papazian,37.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,['Flyweight' 'Bantamweight']
1877,Corey Hill,23.67,1.33,0.0,0.0,25.0,1.0,2.0,0.33,['Lightweight']
1878,Omar Morales,41.43,0.43,0.0,0.14,42.0,3.0,4.0,0.43,['Lightweight' 'Featherweight']
1879,Carlos Newton,6.83,1.67,1.17,0.33,10.0,3.0,3.0,0.5,['Welterweight' 'Middleweight']
1880,Felipe Colares,31.83,1.83,0.5,0.0,34.16,2.0,4.0,0.33,['Featherweight' 'Bantamweight']
1881,Markus Perez,27.43,0.57,0.71,0.0,28.71,2.0,5.0,0.29,['Middleweight']
1882,Tristan Connelly,49.67,0.33,0.33,0.0,50.33,1.0,2.0,0.33,['Featherweight' 'Welterweight']
1883,Matt Mitrione,22.36,0.0,0.29,0.64,23.29,9.0,5.0,0.64,['Heavyweight']
1884,Volkan Oezdemir,46.54,0.38,0.08,0.31,47.31,7.0,6.0,0.54,['Light Heavyweight']
1885,Samy Schiavo,13.5,0.5,0.5,0.0,14.5,0.0,2.0,0.0,['Lightweight']
1886,CM Punk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,['Welterweight']
1887,Devin Powell,33.75,0.0,0.5,0.25,34.5,1.0,3.0,0.25,['Lightweight']
1888,Joey Gomez,29.5,0.5,0.0,0.5,30.5,0.0,2.0,0.0,['Bantamweight']
1889,Liudvik Sholinian,37.5,0.0,0.0,0.0,37.5,0.0,2.0,0.0,['Bantamweight']
1890,Magomed Mustafaev,18.8,1.6,0.2,0.4,21.0,3.0,2.0,0.6,['Lightweight']
1891,Phil Baroni,25.3,0.8,0.3,0.5,26.900000000000002,3.0,7.0,0.3,['Middleweight' 'Welterweight']
1892,Dennis Bermudez,51.18,3.0,0.82,0.29,55.29,10.0,7.0,0.59,['Featherweight' 'Lightweight']
1893,Aaron Simpson,41.27,2.91,0.36,0.55,45.09,7.0,4.0,0.64,['Welterweight' 'Middleweight']
1894,Jorge de Oliveira,11.5,0.0,0.0,0.0,11.5,0.0,2.0,0.0,['Lightweight' 'Welterweight']
1895,Stipe Miocic,35.38,0.85,0.0,0.38,36.61000000000001,10.0,3.0,0.77,['Heavyweight']
1896,Julianna Pena,36.89,1.78,0.67,0.0,39.34,7.0,2.0,0.78,"[""Women's Bantamweight""]"
1897,Chase Sherman,64.6,0.07,0.0,0.2,64.86999999999999,4.0,11.0,0.27,['Heavyweight']
1898,Donald Cerrone,41.06,0.66,0.31,0.51,42.54,22.0,13.0,0.63,['Welterweight' 'Lightweight']
1899,Kwan Ho Kwak,31.5,0.5,0.0,0.0,32.0,0.0,2.0,0.0,['Bantamweight']
1900,Casey Kenney,61.67,0.5,0.17,0.0,62.34,3.0,3.0,0.5,['Bantamweight']
1901,Gerald Harris,14.0,2.0,0.0,0.5,16.5,3.0,1.0,0.75,['Middleweight']
1902,Cyril Asker,11.4,1.0,0.2,0.0,12.6,2.0,3.0,0.4,['Heavyweight']
1903,Westin Wilson,4.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,['Featherweight']
1904,Robert Sanchez,6.67,1.67,0.33,0.0,8.67,1.0,2.0,0.33,['Flyweight']
1905,Scott Smith,16.5,0.0,0.5,0.5,17.5,1.0,3.0,0.25,['Middleweight']
1906,Mark Hominick,37.17,0.17,0.17,0.5,38.010000000000005,3.0,3.0,0.5,['Featherweight' 'Lightweight']
1907,Nicco Montano,38.0,3.0,0.0,0.0,41.0,0.0,1.0,0.0,"[""Women's Bantamweight""]"
1908,Humberto Bandenay,17.25,1.5,0.25,0.25,19.25,1.0,3.0,0.25,['Featherweight']
1909,Pearl Gonzalez,32.0,1.0,0.5,0.0,33.5,0.0,2.0,0.0,"[""Women's Strawweight""]"
1910,Mike Stumpf,31.5,1.0,0.5,0.0,33.0,0.0,2.0,0.0,['Welterweight']
1911,Robert Whittaker,51.87,0.4,0.0,0.6,52.87,11.0,4.0,0.73,['Middleweight' 'Welterweight']
1912,Diego Lopes,16.67,0.0,2.33,0.33,19.33,2.0,1.0,0.67,['Featherweight']
1913,Daniel Cormier,36.9,1.9,0.8,0.2,39.8,10.0,0.0,1.0,['Heavyweight' 'Light Heavyweight']
1914,Jeremy Kimball,7.5,0.25,0.0,0.25,8.0,1.0,3.0,0.25,['Light Heavyweight']
1915,John Albert,13.4,0.0,1.8,0.2,15.4,1.0,4.0,0.2,['Bantamweight']
1916,Jeremy Horn,10.33,0.92,1.0,0.0,12.25,6.0,6.0,0.5,['Middleweight' 'Heavyweight']
1917,Dakota Bush,26.0,1.5,0.0,0.0,27.5,0.0,2.0,0.0,['Lightweight']
1918,Cheick Kongo,31.89,1.33,0.17,0.22,33.61,12.0,6.0,0.67,['Heavyweight']
1919,Jeff Hughes,29.0,0.0,0.0,0.0,29.0,0.0,4.0,0.0,['Heavyweight']
1920,Claudio Puelles,19.43,1.71,1.0,0.0,22.14,5.0,2.0,0.71,['Lightweight']
1921,Chidi Njokuani,27.6,0.0,0.2,0.4,28.2,2.0,3.0,0.4,['Middleweight']
1922,Shinsho Anzai,26.5,1.0,0.0,0.0,27.5,2.0,2.0,0.5,['Welterweight']
1923,Anthony Perosh,12.58,0.75,0.42,0.17,13.92,5.0,7.0,0.42,['Light Heavyweight' 'Heavyweight']
1924,Leslie Smith,79.17,0.0,0.0,0.33,79.5,4.0,2.0,0.67,"[""Women's Bantamweight""]"
1925,Grant Dawson,31.78,3.0,1.0,0.11,35.89,8.0,1.0,0.89,['Lightweight' 'Featherweight']
1926,Per Eklund,20.0,1.33,2.33,0.0,23.659999999999997,1.0,2.0,0.33,['Lightweight']
1927,Phil Johns,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,['Welterweight']
1928,Joe Brammer,20.0,0.5,0.0,0.0,20.5,0.0,2.0,0.0,['Lightweight']
1929,Doug Evans,21.0,2.5,0.5,0.0,24.0,0.0,2.0,0.0,['Lightweight']
1930,Rogerio Nogueira,26.23,0.08,0.15,0.31,26.769999999999996,6.0,7.0,0.46,['Light Heavyweight']
1931,Jason Brilz,26.43,1.57,0.86,0.0,28.86,3.0,4.0,0.43,['Light Heavyweight']
1932,Leah Letson,45.0,0.5,0.0,0.0,45.5,1.0,1.0,0.5,"[""Women's Featherweight""]"
1933,Michal Figlak,28.0,1.0,0.0,0.0,29.0,0.0,1.0,0.0,['Lightweight']
1934,Marlon Vera,49.78,0.61,0.94,0.28,51.61,12.0,6.0,0.67,['Bantamweight' 'Featherweight']
1935,Jonathan Wiezorek,10.0,1.0,0.0,0.0,11.0,1.0,0.0,1.0,['Heavyweight']
1936,Brock Lesnar,23.14,1.57,0.29,0.29,25.29,4.0,3.0,0.57,['Heavyweight']
1937,Georges St-Pierre,38.46,2.54,1.15,0.38,42.53,11.0,2.0,0.85,['Welterweight' 'Middleweight']
1938,Gaetano Pirrello,5.5,0.0,0.0,0.0,5.5,0.0,2.0,0.0,['Bantamweight']
1939,Eric Schafer,15.67,1.0,1.0,0.0,17.67,3.0,6.0,0.33,['Middleweight' 'Light Heavyweight']
1940,Alexandre Ferreira,6.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,['Light Heavyweight']
1941,Caio Machado,76.0,0.0,0.0,0.0,76.0,0.0,1.0,0.0,['Heavyweight']
1942,Leo Kuntz,19.0,1.5,0.5,0.0,21.0,0.0,2.0,0.0,['Lightweight']
1943,Frank Lester,8.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,['Welterweight']
1944,Gregor Gillespie,27.62,3.38,0.38,0.25,31.63,7.0,1.0,0.88,['Lightweight']
1945,Tony Ferguson,44.47,0.32,0.84,0.16,45.79,14.0,5.0,0.74,['Lightweight' 'Welterweight']
1946,Kimo Leopoldo,2.5,0.5,0.5,0.0,3.5,1.0,1.0,0.5,['Heavyweight']
1947,Cortney Casey,54.4,0.33,0.4,0.0,55.129999999999995,6.0,9.0,0.4,"[""Women's Flyweight"" ""Women's Strawweight""]"
1948,Donny Walker,16.0,0.0,1.0,0.0,17.0,0.0,2.0,0.0,['Bantamweight']
1949,Nasrat Haqparast,73.91,0.27,0.0,0.45,74.63,7.0,4.0,0.64,['Lightweight']
1950,Yizha,24.0,5.0,0.0,0.0,29.0,0.0,1.0,0.0,['Featherweight']
1951,Thiago Perpetuo,28.67,1.0,0.0,0.67,30.340000000000003,1.0,2.0,0.33,['Welterweight' 'Middleweight']
1952,Jacob Volkmann,13.4,2.4,1.5,0.0,17.3,6.0,4.0,0.6,['Lightweight' 'Welterweight']
1953,Dominick Reyes,31.56,0.22,0.22,0.44,32.44,6.0,3.0,0.67,['Light Heavyweight']
1954,Makwan Amirkhani,12.21,2.43,0.64,0.07,15.350000000000001,7.0,7.0,0.5,['Featherweight']
1955,Jonathan Brookins,25.2,1.2,0.2,0.0,26.599999999999998,2.0,3.0,0.4,['Featherweight' 'Lightweight']
1956,Vinc Pichel,42.7,2.4,0.2,0.1,45.400000000000006,7.0,3.0,0.7,['Lightweight']
1957,Manel Kape,58.67,0.5,0.33,0.83,60.33,4.0,2.0,0.67,['Flyweight']
1958,Jon Olav Einemo,32.5,0.5,0.0,0.0,33.0,0.0,2.0,0.0,['Heavyweight']
1959,Assu Almabayev,26.0,2.0,2.0,0.0,30.0,1.0,0.0,1.0,['Flyweight']
1960,Kenichi Yamamoto,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,['Welterweight']
1961,Edwin DeWees,5.0,0.67,1.0,0.0,6.67,0.0,3.0,0.0,['Middleweight' 'Light Heavyweight']
1962,Joao Roque,5.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,['Lightweight']
1963,Gideon Ray,7.0,0.33,0.0,0.0,7.33,0.0,3.0,0.0,['Middleweight']
1964,Chris Tuchscherer,8.5,0.5,0.25,0.0,9.25,1.0,3.0,0.25,['Heavyweight']
1965,Wagner Silva,16.5,0.0,0.0,0.0,16.5,0.0,2.0,0.0,['Welterweight' 'Middleweight']
1966,Damacio Page,15.67,1.0,0.33,0.0,17.0,0.0,3.0,0.0,['Bantamweight']
1967,Lodune Sincaid,10.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,['Middleweight']
1968,Askar Askarov,45.8,2.6,0.4,0.0,48.8,3.0,2.0,0.6,['Flyweight']
1969,Joe Giannetti,29.0,1.0,0.0,0.0,30.0,0.0,1.0,0.0,['Lightweight']
1970,James Toney,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,['Heavyweight']
1971,Abdul Razak Alhassan,22.92,0.42,0.08,0.67,24.090000000000003,6.0,6.0,0.5,['Middleweight' 'Welterweight']
1972,Hans Stringer,26.33,1.33,0.0,0.0,27.659999999999997,1.0,2.0,0.33,['Light Heavyweight']
1973,Grigory Popov,45.0,0.0,0.0,0.0,45.0,0.0,2.0,0.0,['Bantamweight']
